Canadian Province/CMA,Country,Continent,Gender,Population
"Calgary (CMA), Alta.",Denmark,Europe,Men+,10
"Calgary (CMA), Alta.",Ireland,Europe,Men+,270
"Calgary (CMA), Alta.",Sweden,Europe,Men+,10
"Calgary (CMA), Alta.",United Kingdom,Europe,Men+,875
"Calgary (CMA), Alta.",Albania,Europe,Men+,120
"Calgary (CMA), Alta.",Bosnia and Herzegovina,Europe,Men+,35
"Calgary (CMA), Alta.",Croatia,Europe,Men+,110
"Calgary (CMA), Alta.",Greece,Europe,Men+,45
"Calgary (CMA), Alta.",Italy,Europe,Men+,145
"Calgary (CMA), Alta.",Kosovo,Europe,Men+,25
"Calgary (CMA), Alta.",North Macedonia,Europe,Men+,15
"Calgary (CMA), Alta.",Portugal,Europe,Men+,50
"Calgary (CMA), Alta.",Serbia,Europe,Men+,15
"Calgary (CMA), Alta.",Spain,Europe,Men+,65
"Calgary (CMA), Alta.",Côte d'Ivoire,Africa,Men+,30
"Calgary (CMA), Alta.",Gambia,Africa,Men+,10
"Calgary (CMA), Alta.",Ghana,Africa,Men+,160
"Calgary (CMA), Alta.",Guinea,Africa,Men+,15
"Calgary (CMA), Alta.",Nigeria,Africa,Men+,2730
"Calgary (CMA), Alta.",Senegal,Africa,Men+,10
"Calgary (CMA), Alta.",Burundi,Africa,Men+,10
"Calgary (CMA), Alta.",Eritrea,Africa,Men+,1240
"Calgary (CMA), Alta.",Ethiopia,Africa,Men+,790
"Calgary (CMA), Alta.",Kenya,Africa,Men+,140
"Calgary (CMA), Alta.",Mauritius,Africa,Men+,45
"Calgary (CMA), Alta.",Rwanda,Africa,Men+,20
"Calgary (CMA), Alta.",Somalia,Africa,Men+,125
"Calgary (CMA), Alta.",South Sudan,Africa,Men+,35
"Calgary (CMA), Alta.",Tanzania,Africa,Men+,50
"Calgary (CMA), Alta.",Uganda,Africa,Men+,90
"Calgary (CMA), Alta.",Zambia,Africa,Men+,15
"Calgary (CMA), Alta.",Zimbabwe,Africa,Men+,100
"Calgary (CMA), Alta.",Algeria,Africa,Men+,15
"Calgary (CMA), Alta.",Egypt,Africa,Men+,240
"Calgary (CMA), Alta.",Libya,Africa,Men+,75
"Calgary (CMA), Alta.",Morocco,Africa,Men+,95
"Calgary (CMA), Alta.",Sudan,Africa,Men+,195
"Calgary (CMA), Alta.",Tunisia,Africa,Men+,60
"Calgary (CMA), Alta.",Cameroon,Africa,Men+,180
"Calgary (CMA), Alta.","Congo, Democratic Republic of the",Africa,Men+,75
"Calgary (CMA), Alta.","Congo, Republic of the",Africa,Men+,10
"Calgary (CMA), Alta.",Botswana,Africa,Men+,10
"Calgary (CMA), Alta.","South Africa, Republic of",Africa,Men+,360
"Calgary (CMA), Alta.",Afghanistan,Asia,Men+,365
"Calgary (CMA), Alta.",Armenia,Asia,Men+,15
"Calgary (CMA), Alta.",Azerbaijan,Asia,Men+,35
"Calgary (CMA), Alta.",Bahrain,Asia,Men+,10
"Calgary (CMA), Alta.",Georgia,Asia,Men+,10
"Calgary (CMA), Alta.",Iran,Asia,Men+,360
"Calgary (CMA), Alta.",Iraq,Asia,Men+,395
"Calgary (CMA), Alta.",Israel,Asia,Men+,170
"Calgary (CMA), Alta.",Jordan,Asia,Men+,80
"Calgary (CMA), Alta.",Kazakhstan,Asia,Men+,75
"Calgary (CMA), Alta.",Kuwait,Asia,Men+,50
"Calgary (CMA), Alta.",Kyrgyzstan,Asia,Men+,20
"Calgary (CMA), Alta.",Lebanon,Asia,Men+,195
"Calgary (CMA), Alta.",Oman,Asia,Men+,10
"Calgary (CMA), Alta.",Qatar,Asia,Men+,35
"Calgary (CMA), Alta.",Saudi Arabia,Asia,Men+,135
"Calgary (CMA), Alta.",Syria,Asia,Men+,1265
"Calgary (CMA), Alta.",Turkey,Asia,Men+,165
"Calgary (CMA), Alta.",Turkmenistan,Asia,Men+,15
"Calgary (CMA), Alta.",United Arab Emirates,Asia,Men+,175
"Calgary (CMA), Alta.",Uzbekistan,Asia,Men+,25
"Calgary (CMA), Alta.",West Bank and Gaza Strip,Asia,Men+,60
"Calgary (CMA), Alta.",Yemen,Asia,Men+,95
"Calgary (CMA), Alta.",China,Asia,Men+,2375
"Calgary (CMA), Alta.",Hong Kong,Asia,Men+,110
"Calgary (CMA), Alta.",Japan,Asia,Men+,20
"Calgary (CMA), Alta.","Korea, South",Asia,Men+,745
"Calgary (CMA), Alta.",Mongolia,Asia,Men+,60
"Calgary (CMA), Alta.",Taiwan,Asia,Men+,90
"Calgary (CMA), Alta.",Cambodia,Asia,Men+,30
"Calgary (CMA), Alta.",Indonesia,Asia,Men+,60
"Calgary (CMA), Alta.",Laos,Asia,Men+,10
"Calgary (CMA), Alta.",Malaysia,Asia,Men+,45
"Calgary (CMA), Alta.",Myanmar,Asia,Men+,20
"Calgary (CMA), Alta.",Philippines,Asia,Men+,6855
"Calgary (CMA), Alta.",Singapore,Asia,Men+,15
"Calgary (CMA), Alta.",Thailand,Asia,Men+,35
"Calgary (CMA), Alta.",Viet Nam,Asia,Men+,275
"Calgary (CMA), Alta.",Bangladesh,Asia,Men+,275
"Calgary (CMA), Alta.",India,Asia,Men+,6855
"Calgary (CMA), Alta.",Nepal,Asia,Men+,225
"Calgary (CMA), Alta.",Pakistan,Asia,Men+,995
"Calgary (CMA), Alta.",Sri Lanka,Asia,Men+,65
"Calgary (CMA), Alta.",United States of America,North America,Women+,1135
"Calgary (CMA), Alta.",Costa Rica,North America,Women+,10
"Calgary (CMA), Alta.",El Salvador,North America,Women+,60
"Calgary (CMA), Alta.",Guatemala,North America,Women+,35
"Calgary (CMA), Alta.",Honduras,North America,Women+,35
"Calgary (CMA), Alta.",Mexico,North America,Women+,660
"Calgary (CMA), Alta.",Nicaragua,North America,Women+,30
"Calgary (CMA), Alta.",Panama,North America,Women+,10
"Calgary (CMA), Alta.",Antigua and Barbuda,North America,Women+,10
"Calgary (CMA), Alta.",Bahamas,North America,Women+,10
"Calgary (CMA), Alta.",Barbados,North America,Women+,10
"Calgary (CMA), Alta.",Cuba,North America,Women+,70
"Calgary (CMA), Alta.",Dominican Republic,North America,Women+,65
"Calgary (CMA), Alta.",Haiti,North America,Women+,45
"Calgary (CMA), Alta.",Jamaica,North America,Women+,245
"Calgary (CMA), Alta.",Saint Lucia,North America,Women+,10
"Calgary (CMA), Alta.",Saint Vincent and the Grenadines,North America,Women+,10
"Calgary (CMA), Alta.",Trinidad and Tobago,North America,Women+,45
"Calgary (CMA), Alta.",Argentina,South America,Women+,55
"Calgary (CMA), Alta.",Bolivia,South America,Women+,25
"Calgary (CMA), Alta.",Brazil,South America,Women+,495
"Calgary (CMA), Alta.",Chile,South America,Women+,70
"Calgary (CMA), Alta.",Colombia,South America,Women+,380
"Calgary (CMA), Alta.",Ecuador,South America,Women+,25
"Calgary (CMA), Alta.",Paraguay,South America,Women+,15
"Calgary (CMA), Alta.",Peru,South America,Women+,55
"Calgary (CMA), Alta.",Venezuela,South America,Women+,460
"Calgary (CMA), Alta.",Belgium,Europe,Women+,20
"Calgary (CMA), Alta.",France,Europe,Women+,115
"Calgary (CMA), Alta.",Germany,Europe,Women+,130
"Calgary (CMA), Alta.",Netherlands,Europe,Women+,45
"Calgary (CMA), Alta.",Switzerland,Europe,Women+,20
"Calgary (CMA), Alta.",Belarus,Europe,Women+,35
"Calgary (CMA), Alta.",Bulgaria,Europe,Women+,40
"Calgary (CMA), Alta.",Czechia,Europe,Women+,50
"Calgary (CMA), Alta.",Estonia,Europe,Women+,15
"Calgary (CMA), Alta.",Hungary,Europe,Women+,40
"Calgary (CMA), Alta.",Latvia,Europe,Women+,10
"Calgary (CMA), Alta.",Lithuania,Europe,Women+,20
"Calgary (CMA), Alta.",Moldova,Europe,Women+,105
"Calgary (CMA), Alta.",Poland,Europe,Women+,200
"Calgary (CMA), Alta.",Romania,Europe,Women+,165
"Calgary (CMA), Alta.",Russian Federation,Europe,Women+,395
"Calgary (CMA), Alta.",Slovakia,Europe,Women+,45
"Calgary (CMA), Alta.",Ukraine,Europe,Women+,370
"Calgary (CMA), Alta.",Finland,Europe,Women+,25
"Calgary (CMA), Alta.",Ireland,Europe,Women+,130
"Calgary (CMA), Alta.",Norway,Europe,Women+,10
"Calgary (CMA), Alta.",Sweden,Europe,Women+,25
"Calgary (CMA), Alta.",United Kingdom,Europe,Women+,710
"Calgary (CMA), Alta.",Albania,Europe,Women+,80
"Calgary (CMA), Alta.",Bosnia and Herzegovina,Europe,Women+,45
"Calgary (CMA), Alta.",Croatia,Europe,Women+,80
"Calgary (CMA), Alta.",Greece,Europe,Women+,30
"Calgary (CMA), Alta.",Italy,Europe,Women+,85
"Calgary (CMA), Alta.",Kosovo,Europe,Women+,40
"Calgary (CMA), Alta.",Portugal,Europe,Women+,40
"Calgary (CMA), Alta.",Serbia,Europe,Women+,30
"Calgary (CMA), Alta.",Spain,Europe,Women+,40
"Calgary (CMA), Alta.",Côte d'Ivoire,Africa,Women+,25
"Calgary (CMA), Alta.",Gambia,Africa,Women+,10
"Calgary (CMA), Alta.",Ghana,Africa,Women+,180
"Calgary (CMA), Alta.",Guinea,Africa,Women+,15
"Calgary (CMA), Alta.",Liberia,Africa,Women+,10
"Calgary (CMA), Alta.",Nigeria,Africa,Women+,2835
"Calgary (CMA), Alta.",Senegal,Africa,Women+,25
"Calgary (CMA), Alta.",Burundi,Africa,Women+,20
"Calgary (CMA), Alta.",Eritrea,Africa,Women+,1150
"Calgary (CMA), Alta.",Ethiopia,Africa,Women+,890
"Calgary (CMA), Alta.",Kenya,Africa,Women+,115
"Calgary (CMA), Alta.",Madagascar,Africa,Women+,10
"Calgary (CMA), Alta.",Mauritius,Africa,Women+,25
"Calgary (CMA), Alta.",Rwanda,Africa,Women+,25
"Calgary (CMA), Alta.",Somalia,Africa,Women+,170
"Calgary (CMA), Alta.",South Sudan,Africa,Women+,75
"Calgary (CMA), Alta.",Tanzania,Africa,Women+,50
"Calgary (CMA), Alta.",Uganda,Africa,Women+,30
"Calgary (CMA), Alta.",Zambia,Africa,Women+,10
"Calgary (CMA), Alta.",Zimbabwe,Africa,Women+,125
"Calgary (CMA), Alta.",Algeria,Africa,Women+,45
"Calgary (CMA), Alta.",Egypt,Africa,Women+,255
"Calgary (CMA), Alta.",Libya,Africa,Women+,100
"Calgary (CMA), Alta.",Morocco,Africa,Women+,120
"Calgary (CMA), Alta.",Sudan,Africa,Women+,195
"Calgary (CMA), Alta.",Tunisia,Africa,Women+,25
"Calgary (CMA), Alta.",Cameroon,Africa,Women+,215
"Calgary (CMA), Alta.","Congo, Democratic Republic of the",Africa,Women+,70
"Calgary (CMA), Alta.",Botswana,Africa,Women+,20
"Calgary (CMA), Alta.",Lesotho,Africa,Women+,10
"Calgary (CMA), Alta.","South Africa, Republic of",Africa,Women+,325
"Calgary (CMA), Alta.",Afghanistan,Asia,Women+,400
"Calgary (CMA), Alta.",Armenia,Asia,Women+,20
"Calgary (CMA), Alta.",Azerbaijan,Asia,Women+,45
"Calgary (CMA), Alta.",Iran,Asia,Women+,385
"Calgary (CMA), Alta.",Iraq,Asia,Women+,450
"Calgary (CMA), Alta.",Israel,Asia,Women+,140
"Calgary (CMA), Alta.",Jordan,Asia,Women+,50
"Calgary (CMA), Alta.",Kazakhstan,Asia,Women+,110
"Calgary (CMA), Alta.",Kuwait,Asia,Women+,65
"Calgary (CMA), Alta.",Kyrgyzstan,Asia,Women+,20
"Calgary (CMA), Alta.",Lebanon,Asia,Women+,180
"Calgary (CMA), Alta.",Oman,Asia,Women+,15
"Calgary (CMA), Alta.",Qatar,Asia,Women+,25
"Calgary (CMA), Alta.",Saudi Arabia,Asia,Women+,95
"Calgary (CMA), Alta.",Syria,Asia,Women+,1160
"Calgary (CMA), Alta.",Turkey,Asia,Women+,200
"Calgary (CMA), Alta.",Turkmenistan,Asia,Women+,10
"Calgary (CMA), Alta.",United Arab Emirates,Asia,Women+,125
"Calgary (CMA), Alta.",Uzbekistan,Asia,Women+,30
"Calgary (CMA), Alta.",West Bank and Gaza Strip,Asia,Women+,85
"Calgary (CMA), Alta.",Yemen,Asia,Women+,90
"Calgary (CMA), Alta.",China,Asia,Women+,3080
"Calgary (CMA), Alta.",Hong Kong,Asia,Women+,175
"Calgary (CMA), Alta.",Japan,Asia,Women+,140
"Calgary (CMA), Alta.","Korea, South",Asia,Women+,990
"Calgary (CMA), Alta.",Mongolia,Asia,Women+,50
"Calgary (CMA), Alta.",Taiwan,Asia,Women+,140
"Calgary (CMA), Alta.",Cambodia,Asia,Women+,55
"Calgary (CMA), Alta.",Indonesia,Asia,Women+,85
"Calgary (CMA), Alta.",Laos,Asia,Women+,10
"Calgary (CMA), Alta.",Malaysia,Asia,Women+,55
"Calgary (CMA), Alta.",Myanmar,Asia,Women+,40
"Calgary (CMA), Alta.",Philippines,Asia,Women+,8215
"Calgary (CMA), Alta.",Singapore,Asia,Women+,40
"Calgary (CMA), Alta.",Thailand,Asia,Women+,110
"Calgary (CMA), Alta.",Viet Nam,Asia,Women+,565
"Calgary (CMA), Alta.",Bangladesh,Asia,Women+,295
"Calgary (CMA), Alta.",India,Asia,Women+,6925
"Calgary (CMA), Alta.",Nepal,Asia,Women+,225
"Calgary (CMA), Alta.",Pakistan,Asia,Women+,1120
"Calgary (CMA), Alta.",Sri Lanka,Asia,Women+,65
"Edmonton (CMA), Alta.",United States of America,North America,Men+,705
"Edmonton (CMA), Alta.",Belize,North America,Men+,10
"Edmonton (CMA), Alta.",Costa Rica,North America,Men+,10
"Edmonton (CMA), Alta.",El Salvador,North America,Men+,105
"Edmonton (CMA), Alta.",Honduras,North America,Men+,20
"Edmonton (CMA), Alta.",Mexico,North America,Men+,650
"Edmonton (CMA), Alta.",Nicaragua,North America,Men+,10
"Edmonton (CMA), Alta.",Antigua and Barbuda,North America,Men+,10
"Edmonton (CMA), Alta.",Bahamas,North America,Men+,10
"Edmonton (CMA), Alta.",Barbados,North America,Men+,20
"Edmonton (CMA), Alta.",Bermuda,North America,Men+,10
"Edmonton (CMA), Alta.",Cayman Islands,North America,Men+,10
"Edmonton (CMA), Alta.",Cuba,North America,Men+,35
"Edmonton (CMA), Alta.",Dominican Republic,North America,Men+,95
"Edmonton (CMA), Alta.",Grenada,North America,Men+,15
"Edmonton (CMA), Alta.",Haiti,North America,Men+,55
"Edmonton (CMA), Alta.",Jamaica,North America,Men+,500
"Edmonton (CMA), Alta.",Saint Lucia,North America,Men+,25
"Edmonton (CMA), Alta.",Trinidad and Tobago,North America,Men+,30
"Edmonton (CMA), Alta.",Brazil,South America,Men+,135
"Edmonton (CMA), Alta.",Chile,South America,Men+,50
"Edmonton (CMA), Alta.",Colombia,South America,Men+,220
"Edmonton (CMA), Alta.",Ecuador,South America,Men+,50
"Edmonton (CMA), Alta.",Guyana,South America,Men+,15
"Edmonton (CMA), Alta.",Peru,South America,Men+,20
"Edmonton (CMA), Alta.",Venezuela,South America,Men+,80
"Edmonton (CMA), Alta.",Belgium,Europe,Men+,10
"Edmonton (CMA), Alta.",France,Europe,Men+,70
"Edmonton (CMA), Alta.",Germany,Europe,Men+,90
"Edmonton (CMA), Alta.",Netherlands,Europe,Men+,20
"Edmonton (CMA), Alta.",Belarus,Europe,Men+,35
"Edmonton (CMA), Alta.",Czechia,Europe,Men+,10
"Edmonton (CMA), Alta.",Hungary,Europe,Men+,25
"Edmonton (CMA), Alta.",Latvia,Europe,Men+,15
"Edmonton (CMA), Alta.",Lithuania,Europe,Men+,35
"Edmonton (CMA), Alta.",Moldova,Europe,Men+,65
"Edmonton (CMA), Alta.",Poland,Europe,Men+,165
"Edmonton (CMA), Alta.",Romania,Europe,Men+,55
"Edmonton (CMA), Alta.",Russian Federation,Europe,Men+,110
"Edmonton (CMA), Alta.",Slovakia,Europe,Men+,15
"Edmonton (CMA), Alta.",Ukraine,Europe,Men+,335
"Edmonton (CMA), Alta.",Denmark,Europe,Men+,15
"Edmonton (CMA), Alta.",Finland,Europe,Men+,15
"Edmonton (CMA), Alta.",Ireland,Europe,Men+,225
"Edmonton (CMA), Alta.",Norway,Europe,Men+,10
"Edmonton (CMA), Alta.",United Kingdom,Europe,Men+,615
"Edmonton (CMA), Alta.",Albania,Europe,Men+,45
"Edmonton (CMA), Alta.",Bosnia and Herzegovina,Europe,Men+,55
"Edmonton (CMA), Alta.",Croatia,Europe,Men+,210
"Edmonton (CMA), Alta.",Greece,Europe,Men+,15
"Edmonton (CMA), Alta.",Italy,Europe,Men+,100
"Edmonton (CMA), Alta.",Kosovo,Europe,Men+,60
"Edmonton (CMA), Alta.",North Macedonia,Europe,Men+,10
"Edmonton (CMA), Alta.",Portugal,Europe,Men+,80
"Edmonton (CMA), Alta.",Serbia,Europe,Men+,75
"Edmonton (CMA), Alta.",Spain,Europe,Men+,30
"Edmonton (CMA), Alta.",Burkina Faso,Africa,Men+,10
"Edmonton (CMA), Alta.",Côte d'Ivoire,Africa,Men+,75
"Edmonton (CMA), Alta.",Gambia,Africa,Men+,10
"Edmonton (CMA), Alta.",Ghana,Africa,Men+,125
"Edmonton (CMA), Alta.",Guinea,Africa,Men+,50
"Edmonton (CMA), Alta.",Liberia,Africa,Men+,15
"Edmonton (CMA), Alta.",Mauritania,Africa,Men+,10
"Edmonton (CMA), Alta.",Nigeria,Africa,Men+,1535
"Edmonton (CMA), Alta.",Senegal,Africa,Men+,50
"Edmonton (CMA), Alta.",Sierra Leone,Africa,Men+,40
"Edmonton (CMA), Alta.",Burundi,Africa,Men+,200
"Edmonton (CMA), Alta.",Djibouti,Africa,Men+,55
"Edmonton (CMA), Alta.",Eritrea,Africa,Men+,1020
"Edmonton (CMA), Alta.",Ethiopia,Africa,Men+,705
"Edmonton (CMA), Alta.",Kenya,Africa,Men+,240
"Edmonton (CMA), Alta.",Malawi,Africa,Men+,20
"Edmonton (CMA), Alta.",Mauritius,Africa,Men+,20
"Edmonton (CMA), Alta.",Rwanda,Africa,Men+,45
"Edmonton (CMA), Alta.",Somalia,Africa,Men+,665
"Edmonton (CMA), Alta.",Tanzania,Africa,Men+,65
"Edmonton (CMA), Alta.",Uganda,Africa,Men+,125
"Edmonton (CMA), Alta.",Zambia,Africa,Men+,15
"Edmonton (CMA), Alta.",Zimbabwe,Africa,Men+,125
"Edmonton (CMA), Alta.",Algeria,Africa,Men+,30
"Edmonton (CMA), Alta.",Egypt,Africa,Men+,235
"Edmonton (CMA), Alta.",Libya,Africa,Men+,120
"Edmonton (CMA), Alta.",Morocco,Africa,Men+,65
"Edmonton (CMA), Alta.",Sudan,Africa,Men+,220
"Edmonton (CMA), Alta.",Tunisia,Africa,Men+,70
"Edmonton (CMA), Alta.",Cameroon,Africa,Men+,150
"Edmonton (CMA), Alta.",Central African Republic,Africa,Men+,15
"Edmonton (CMA), Alta.","Congo, Democratic Republic of the",Africa,Men+,300
"Edmonton (CMA), Alta.",Botswana,Africa,Men+,20
"Edmonton (CMA), Alta.",Namibia,Africa,Men+,65
"Edmonton (CMA), Alta.","South Africa, Republic of",Africa,Men+,240
"Edmonton (CMA), Alta.",Afghanistan,Asia,Men+,230
"Edmonton (CMA), Alta.",Azerbaijan,Asia,Men+,10
"Edmonton (CMA), Alta.",Bahrain,Asia,Men+,10
"Edmonton (CMA), Alta.",Iran,Asia,Men+,235
"Edmonton (CMA), Alta.",Iraq,Asia,Men+,165
"Edmonton (CMA), Alta.",Israel,Asia,Men+,165
"Edmonton (CMA), Alta.",Jordan,Asia,Men+,125
"Edmonton (CMA), Alta.",Kazakhstan,Asia,Men+,30
"Edmonton (CMA), Alta.",Kuwait,Asia,Men+,90
"Edmonton (CMA), Alta.",Kyrgyzstan,Asia,Men+,20
"Edmonton (CMA), Alta.",Lebanon,Asia,Men+,195
"Edmonton (CMA), Alta.",Oman,Asia,Men+,10
"Edmonton (CMA), Alta.",Qatar,Asia,Men+,30
"Edmonton (CMA), Alta.",Saudi Arabia,Asia,Men+,170
"Edmonton (CMA), Alta.",Syria,Asia,Men+,1835
"Edmonton (CMA), Alta.",Turkey,Asia,Men+,220
"Edmonton (CMA), Alta.",United Arab Emirates,Asia,Men+,145
"Edmonton (CMA), Alta.",Uzbekistan,Asia,Men+,10
"Edmonton (CMA), Alta.",West Bank and Gaza Strip,Asia,Men+,40
"Edmonton (CMA), Alta.",Yemen,Asia,Men+,75
"Edmonton (CMA), Alta.",China,Asia,Men+,1565
"Edmonton (CMA), Alta.",Hong Kong,Asia,Men+,180
"Edmonton (CMA), Alta.",Japan,Asia,Men+,10
"Edmonton (CMA), Alta.","Korea, South",Asia,Men+,500
"Edmonton (CMA), Alta.",Taiwan,Asia,Men+,15
"Edmonton (CMA), Alta.",Brunei Darussalam,Asia,Men+,10
"Edmonton (CMA), Alta.",Indonesia,Asia,Men+,60
"Edmonton (CMA), Alta.",Malaysia,Asia,Men+,35
"Edmonton (CMA), Alta.",Myanmar,Asia,Men+,10
"Edmonton (CMA), Alta.",Philippines,Asia,Men+,7620
"Edmonton (CMA), Alta.",Singapore,Asia,Men+,30
"Edmonton (CMA), Alta.",Thailand,Asia,Men+,50
"Edmonton (CMA), Alta.",Viet Nam,Asia,Men+,230
"Edmonton (CMA), Alta.",Bangladesh,Asia,Men+,210
"Edmonton (CMA), Alta.",India,Asia,Men+,7480
"Edmonton (CMA), Alta.",Nepal,Asia,Men+,255
"Edmonton (CMA), Alta.",Pakistan,Asia,Men+,620
"Edmonton (CMA), Alta.",Sri Lanka,Asia,Men+,205
"Edmonton (CMA), Alta.",United States of America,North America,Women+,740
"Edmonton (CMA), Alta.",Belize,North America,Women+,10
"Edmonton (CMA), Alta.",Costa Rica,North America,Women+,15
"Edmonton (CMA), Alta.",El Salvador,North America,Women+,155
"Edmonton (CMA), Alta.",Guatemala,North America,Women+,45
"Edmonton (CMA), Alta.",Honduras,North America,Women+,45
"Edmonton (CMA), Alta.",Mexico,North America,Women+,535
"Edmonton (CMA), Alta.",Nicaragua,North America,Women+,10
"Edmonton (CMA), Alta.",Bahamas,North America,Women+,15
"Edmonton (CMA), Alta.",Barbados,North America,Women+,35
"Edmonton (CMA), Alta.",Bermuda,North America,Women+,10
"Edmonton (CMA), Alta.",Cuba,North America,Women+,75
"Edmonton (CMA), Alta.",Dominican Republic,North America,Women+,35
"Edmonton (CMA), Alta.",Grenada,North America,Women+,25
"Edmonton (CMA), Alta.",Haiti,North America,Women+,30
"Edmonton (CMA), Alta.",Jamaica,North America,Women+,555
"Edmonton (CMA), Alta.",Puerto Rico,North America,Women+,10
"Edmonton (CMA), Alta.",Saint Lucia,North America,Women+,35
"Edmonton (CMA), Alta.",Trinidad and Tobago,North America,Women+,40
"Edmonton (CMA), Alta.",Argentina,South America,Women+,25
"Edmonton (CMA), Alta.",Brazil,South America,Women+,210
"Edmonton (CMA), Alta.",Chile,South America,Women+,45
"Edmonton (CMA), Alta.",Colombia,South America,Women+,280
"Edmonton (CMA), Alta.",Ecuador,South America,Women+,45
"Edmonton (CMA), Alta.",Guyana,South America,Women+,10
"Edmonton (CMA), Alta.",Peru,South America,Women+,45
"Edmonton (CMA), Alta.",Venezuela,South America,Women+,120
"Edmonton (CMA), Alta.",France,Europe,Women+,55
"Edmonton (CMA), Alta.",Germany,Europe,Women+,140
"Edmonton (CMA), Alta.",Netherlands,Europe,Women+,30
"Edmonton (CMA), Alta.",Belarus,Europe,Women+,35
"Edmonton (CMA), Alta.",Bulgaria,Europe,Women+,30
"Edmonton (CMA), Alta.",Czechia,Europe,Women+,35
"Edmonton (CMA), Alta.",Hungary,Europe,Women+,30
"Edmonton (CMA), Alta.",Latvia,Europe,Women+,35
"Edmonton (CMA), Alta.",Lithuania,Europe,Women+,20
"Edmonton (CMA), Alta.",Moldova,Europe,Women+,60
"Edmonton (CMA), Alta.",Poland,Europe,Women+,245
"Edmonton (CMA), Alta.",Romania,Europe,Women+,85
"Edmonton (CMA), Alta.",Russian Federation,Europe,Women+,195
"Edmonton (CMA), Alta.",Slovakia,Europe,Women+,15
"Edmonton (CMA), Alta.",Ukraine,Europe,Women+,485
"Edmonton (CMA), Alta.",Ireland,Europe,Women+,185
"Edmonton (CMA), Alta.",Sweden,Europe,Women+,20
"Edmonton (CMA), Alta.",United Kingdom,Europe,Women+,490
"Edmonton (CMA), Alta.",Albania,Europe,Women+,55
"Edmonton (CMA), Alta.",Bosnia and Herzegovina,Europe,Women+,30
"Edmonton (CMA), Alta.",Croatia,Europe,Women+,145
"Edmonton (CMA), Alta.",Greece,Europe,Women+,15
"Edmonton (CMA), Alta.",Italy,Europe,Women+,65
"Edmonton (CMA), Alta.",Kosovo,Europe,Women+,30
"Edmonton (CMA), Alta.",North Macedonia,Europe,Women+,20
"Edmonton (CMA), Alta.",Portugal,Europe,Women+,70
"Edmonton (CMA), Alta.",Serbia,Europe,Women+,65
"Edmonton (CMA), Alta.",Spain,Europe,Women+,45
"Edmonton (CMA), Alta.",Côte d'Ivoire,Africa,Women+,115
"Edmonton (CMA), Alta.",Ghana,Africa,Women+,115
"Edmonton (CMA), Alta.",Guinea,Africa,Women+,55
"Edmonton (CMA), Alta.",Liberia,Africa,Women+,20
"Edmonton (CMA), Alta.",Mali,Africa,Women+,10
"Edmonton (CMA), Alta.",Mauritania,Africa,Women+,10
"Edmonton (CMA), Alta.",Nigeria,Africa,Women+,1410
"Edmonton (CMA), Alta.",Senegal,Africa,Women+,40
"Edmonton (CMA), Alta.",Sierra Leone,Africa,Women+,35
"Edmonton (CMA), Alta.",Burundi,Africa,Women+,180
"Edmonton (CMA), Alta.",Djibouti,Africa,Women+,75
"Edmonton (CMA), Alta.",Eritrea,Africa,Women+,1025
"Edmonton (CMA), Alta.",Ethiopia,Africa,Women+,880
"Edmonton (CMA), Alta.",Kenya,Africa,Women+,315
"Edmonton (CMA), Alta.",Malawi,Africa,Women+,15
"Edmonton (CMA), Alta.",Mauritius,Africa,Women+,25
"Edmonton (CMA), Alta.",Rwanda,Africa,Women+,70
"Edmonton (CMA), Alta.",Somalia,Africa,Women+,610
"Edmonton (CMA), Alta.",South Sudan,Africa,Women+,25
"Edmonton (CMA), Alta.",Tanzania,Africa,Women+,75
"Edmonton (CMA), Alta.",Uganda,Africa,Women+,200
"Edmonton (CMA), Alta.",Zambia,Africa,Women+,15
"Edmonton (CMA), Alta.",Zimbabwe,Africa,Women+,185
"Edmonton (CMA), Alta.",Algeria,Africa,Women+,40
"Edmonton (CMA), Alta.",Egypt,Africa,Women+,255
"Edmonton (CMA), Alta.",Libya,Africa,Women+,80
"Edmonton (CMA), Alta.",Morocco,Africa,Women+,115
"Edmonton (CMA), Alta.",Sudan,Africa,Women+,260
"Edmonton (CMA), Alta.",Tunisia,Africa,Women+,70
"Edmonton (CMA), Alta.",Angola,Africa,Women+,10
"Edmonton (CMA), Alta.",Cameroon,Africa,Women+,245
"Edmonton (CMA), Alta.",Chad,Africa,Women+,10
"Edmonton (CMA), Alta.","Congo, Democratic Republic of the",Africa,Women+,315
"Edmonton (CMA), Alta.",Botswana,Africa,Women+,30
"Edmonton (CMA), Alta.",Namibia,Africa,Women+,90
"Edmonton (CMA), Alta.","South Africa, Republic of",Africa,Women+,230
