Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Province
Moncton,Arab,"No certificate, diploma or degree",Men+,95.0,45.0,40.0,10.0,50.0,47.4,42.1,22.2,New Brunswick
Moncton,Arab,"No certificate, diploma or degree",Women+,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,New Brunswick
Moncton,Arab,University certificate or diploma below bachelor level,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Black,Apprenticeship or trades certificate or diploma,Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Black,Apprenticeship or trades certificate or diploma,Women+,35.0,25.0,25.0,0.0,10.0,71.4,71.4,0.0,New Brunswick
Moncton,Black,Bachelor's degree or higher,Men+,290.0,280.0,260.0,20.0,10.0,96.6,89.7,7.1,New Brunswick
Moncton,Black,Bachelor's degree or higher,Women+,275.0,255.0,235.0,15.0,20.0,92.7,85.5,5.9,New Brunswick
Moncton,Black,"College, CEGEP or other non-university certificate or diploma",Men+,90.0,75.0,75.0,0.0,20.0,83.3,83.3,0.0,New Brunswick
Moncton,Black,"College, CEGEP or other non-university certificate or diploma",Women+,55.0,50.0,45.0,10.0,0.0,90.9,81.8,20.0,New Brunswick
Moncton,Black,High (secondary) school diploma or equivalency certificate,Men+,40.0,40.0,35.0,0.0,0.0,100.0,87.5,0.0,New Brunswick
Moncton,Black,High (secondary) school diploma or equivalency certificate,Women+,75.0,45.0,45.0,0.0,25.0,60.0,60.0,0.0,New Brunswick
Moncton,Black,"No certificate, diploma or degree",Men+,60.0,25.0,25.0,0.0,40.0,41.7,41.7,0.0,New Brunswick
Moncton,Black,"No certificate, diploma or degree",Women+,100.0,30.0,30.0,0.0,70.0,30.0,30.0,0.0,New Brunswick
Moncton,Black,University certificate or diploma below bachelor level,Men+,55.0,55.0,45.0,0.0,0.0,100.0,81.8,0.0,New Brunswick
Moncton,Black,University certificate or diploma below bachelor level,Women+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,Bachelor's degree or higher,Men+,60.0,40.0,35.0,0.0,15.0,66.7,58.3,0.0,New Brunswick
Moncton,Chinese,Bachelor's degree or higher,Women+,65.0,40.0,35.0,10.0,25.0,61.5,53.8,25.0,New Brunswick
Moncton,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,New Brunswick
Moncton,Chinese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Chinese,University certificate or diploma below bachelor level,Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,New Brunswick
Moncton,Filipino,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Filipino,Apprenticeship or trades certificate or diploma,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Filipino,Bachelor's degree or higher,Men+,120.0,120.0,115.0,0.0,0.0,100.0,95.8,0.0,New Brunswick
Moncton,Filipino,Bachelor's degree or higher,Women+,165.0,145.0,145.0,0.0,20.0,87.9,87.9,0.0,New Brunswick
Moncton,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,30.0,30.0,20.0,0.0,0.0,100.0,66.7,0.0,New Brunswick
Moncton,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,45.0,45.0,45.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Filipino,High (secondary) school diploma or equivalency certificate,Men+,50.0,50.0,50.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Filipino,High (secondary) school diploma or equivalency certificate,Women+,60.0,60.0,60.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Filipino,"No certificate, diploma or degree",Men+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,New Brunswick
Moncton,Filipino,"No certificate, diploma or degree",Women+,45.0,20.0,15.0,0.0,25.0,44.4,33.3,0.0,New Brunswick
Moncton,Filipino,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Filipino,University certificate or diploma below bachelor level,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,Apprenticeship or trades certificate or diploma,Men+,15.0,15.0,10.0,0.0,0.0,100.0,66.7,0.0,New Brunswick
Moncton,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,Bachelor's degree or higher,Men+,20.0,15.0,10.0,0.0,0.0,75.0,50.0,0.0,New Brunswick
Moncton,Korean,Bachelor's degree or higher,Women+,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,High (secondary) school diploma or equivalency certificate,Men+,20.0,20.0,15.0,0.0,0.0,100.0,75.0,0.0,New Brunswick
Moncton,Korean,High (secondary) school diploma or equivalency certificate,Women+,25.0,10.0,0.0,0.0,10.0,40.0,0.0,0.0,New Brunswick
Moncton,Korean,"No certificate, diploma or degree",Men+,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Korean,University certificate or diploma below bachelor level,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Latin American,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,Bachelor's degree or higher,Men+,55.0,45.0,45.0,0.0,0.0,81.8,81.8,0.0,New Brunswick
Moncton,Latin American,Bachelor's degree or higher,Women+,55.0,50.0,30.0,15.0,0.0,90.9,54.5,30.0,New Brunswick
Moncton,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Latin American,High (secondary) school diploma or equivalency certificate,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Latin American,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Latin American,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,Bachelor's degree or higher,Men+,40.0,40.0,40.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Multiple visible minorities,Bachelor's degree or higher,Women+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+,30.0,15.0,15.0,0.0,20.0,50.0,50.0,0.0,New Brunswick
Moncton,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,"No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Multiple visible minorities,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,South Asian,Apprenticeship or trades certificate or diploma,Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,South Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,South Asian,Bachelor's degree or higher,Men+,305.0,300.0,285.0,15.0,0.0,98.4,93.4,5.0,New Brunswick
Moncton,South Asian,Bachelor's degree or higher,Women+,235.0,180.0,150.0,25.0,60.0,76.6,63.8,13.9,New Brunswick
Moncton,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+,25.0,20.0,20.0,0.0,10.0,80.0,80.0,0.0,New Brunswick
Moncton,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,New Brunswick
Moncton,South Asian,High (secondary) school diploma or equivalency certificate,Men+,50.0,50.0,45.0,0.0,0.0,100.0,90.0,0.0,New Brunswick
Moncton,South Asian,High (secondary) school diploma or equivalency certificate,Women+,55.0,30.0,30.0,0.0,20.0,54.5,54.5,0.0,New Brunswick
Moncton,South Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,South Asian,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,South Asian,University certificate or diploma below bachelor level,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,South Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,Bachelor's degree or higher,Men+,60.0,40.0,35.0,0.0,20.0,66.7,58.3,0.0,New Brunswick
Moncton,Southeast Asian,Bachelor's degree or higher,Women+,40.0,30.0,30.0,0.0,10.0,75.0,75.0,0.0,New Brunswick
Moncton,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,New Brunswick
Moncton,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,"No certificate, diploma or degree",Women+,25.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,Southeast Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,Bachelor's degree or higher,Men+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Moncton,West Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Brunswick
Montréal,Arab,Apprenticeship or trades certificate or diploma,Men+,1080.0,905.0,785.0,125.0,175.0,83.8,72.7,13.8,Quebec
Montréal,Arab,Apprenticeship or trades certificate or diploma,Women+,900.0,445.0,335.0,110.0,455.0,49.4,37.2,24.7,Quebec
Montréal,Arab,Bachelor's degree or higher,Men+,5825.0,4950.0,4425.0,520.0,880.0,85.0,76.0,10.5,Quebec
Montréal,Arab,Bachelor's degree or higher,Women+,6530.0,4045.0,3260.0,790.0,2485.0,61.9,49.9,19.5,Quebec
Montréal,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,1720.0,1420.0,1235.0,190.0,300.0,82.6,71.8,13.4,Quebec
Montréal,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,1465.0,800.0,655.0,145.0,665.0,54.6,44.7,18.1,Quebec
Montréal,Arab,High (secondary) school diploma or equivalency certificate,Men+,1635.0,1070.0,885.0,190.0,560.0,65.4,54.1,17.8,Quebec
Montréal,Arab,High (secondary) school diploma or equivalency certificate,Women+,1620.0,625.0,490.0,135.0,1000.0,38.6,30.2,21.6,Quebec
Montréal,Arab,"No certificate, diploma or degree",Men+,1770.0,875.0,715.0,155.0,900.0,49.4,40.4,17.7,Quebec
Montréal,Arab,"No certificate, diploma or degree",Women+,1760.0,410.0,325.0,90.0,1345.0,23.3,18.5,22.0,Quebec
Montréal,Arab,University certificate or diploma below bachelor level,Men+,515.0,425.0,375.0,50.0,95.0,82.5,72.8,11.8,Quebec
Montréal,Arab,University certificate or diploma below bachelor level,Women+,605.0,330.0,265.0,65.0,275.0,54.5,43.8,19.7,Quebec
Montréal,Black,Apprenticeship or trades certificate or diploma,Men+,1260.0,1145.0,1070.0,75.0,120.0,90.9,84.9,6.6,Quebec
Montréal,Black,Apprenticeship or trades certificate or diploma,Women+,1655.0,1305.0,1190.0,115.0,350.0,78.9,71.9,8.8,Quebec
Montréal,Black,Bachelor's degree or higher,Men+,4660.0,4230.0,3885.0,350.0,425.0,90.8,83.4,8.3,Quebec
Montréal,Black,Bachelor's degree or higher,Women+,4205.0,3465.0,3095.0,365.0,745.0,82.4,73.6,10.5,Quebec
Montréal,Black,"College, CEGEP or other non-university certificate or diploma",Men+,1375.0,1155.0,1050.0,110.0,215.0,84.0,76.4,9.5,Quebec
Montréal,Black,"College, CEGEP or other non-university certificate or diploma",Women+,1845.0,1550.0,1325.0,225.0,295.0,84.0,71.8,14.5,Quebec
Montréal,Black,High (secondary) school diploma or equivalency certificate,Men+,2000.0,1620.0,1450.0,170.0,385.0,81.0,72.5,10.5,Quebec
Montréal,Black,High (secondary) school diploma or equivalency certificate,Women+,1875.0,1235.0,1075.0,160.0,645.0,65.9,57.3,13.0,Quebec
Montréal,Black,"No certificate, diploma or degree",Men+,2290.0,1355.0,1180.0,175.0,930.0,59.2,51.5,12.9,Quebec
Montréal,Black,"No certificate, diploma or degree",Women+,2750.0,1290.0,1115.0,175.0,1455.0,46.9,40.5,13.6,Quebec
Montréal,Black,University certificate or diploma below bachelor level,Men+,795.0,690.0,635.0,50.0,105.0,86.8,79.9,7.2,Quebec
Montréal,Black,University certificate or diploma below bachelor level,Women+,660.0,465.0,415.0,50.0,200.0,70.5,62.9,10.8,Quebec
Montréal,Chinese,Apprenticeship or trades certificate or diploma,Men+,190.0,115.0,80.0,35.0,75.0,60.5,42.1,30.4,Quebec
Montréal,Chinese,Apprenticeship or trades certificate or diploma,Women+,160.0,90.0,80.0,15.0,70.0,56.3,50.0,16.7,Quebec
Montréal,Chinese,Bachelor's degree or higher,Men+,2020.0,1390.0,1200.0,190.0,630.0,68.8,59.4,13.7,Quebec
Montréal,Chinese,Bachelor's degree or higher,Women+,2800.0,1680.0,1415.0,265.0,1120.0,60.0,50.5,15.8,Quebec
Montréal,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,450.0,215.0,190.0,30.0,230.0,47.8,42.2,14.0,Quebec
Montréal,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,625.0,270.0,205.0,60.0,355.0,43.2,32.8,22.2,Quebec
Montréal,Chinese,High (secondary) school diploma or equivalency certificate,Men+,480.0,175.0,140.0,40.0,300.0,36.5,29.2,22.9,Quebec
Montréal,Chinese,High (secondary) school diploma or equivalency certificate,Women+,765.0,215.0,145.0,65.0,550.0,28.1,19.0,30.2,Quebec
Montréal,Chinese,"No certificate, diploma or degree",Men+,280.0,60.0,40.0,15.0,225.0,21.4,14.3,25.0,Quebec
Montréal,Chinese,"No certificate, diploma or degree",Women+,460.0,95.0,45.0,45.0,370.0,20.7,9.8,47.4,Quebec
Montréal,Chinese,University certificate or diploma below bachelor level,Men+,270.0,135.0,115.0,15.0,135.0,50.0,42.6,11.1,Quebec
Montréal,Chinese,University certificate or diploma below bachelor level,Women+,385.0,145.0,100.0,40.0,235.0,37.7,26.0,27.6,Quebec
Montréal,Filipino,Apprenticeship or trades certificate or diploma,Men+,175.0,160.0,155.0,0.0,15.0,91.4,88.6,0.0,Quebec
Montréal,Filipino,Apprenticeship or trades certificate or diploma,Women+,145.0,90.0,80.0,15.0,55.0,62.1,55.2,16.7,Quebec
Montréal,Filipino,Bachelor's degree or higher,Men+,950.0,895.0,850.0,45.0,55.0,94.2,89.5,5.0,Quebec
Montréal,Filipino,Bachelor's degree or higher,Women+,1860.0,1470.0,1325.0,145.0,390.0,79.0,71.2,9.9,Quebec
Montréal,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,285.0,250.0,240.0,10.0,40.0,87.7,84.2,4.0,Quebec
Montréal,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,365.0,275.0,240.0,40.0,95.0,75.3,65.8,14.5,Quebec
Montréal,Filipino,High (secondary) school diploma or equivalency certificate,Men+,625.0,555.0,515.0,35.0,75.0,88.8,82.4,6.3,Quebec
Montréal,Filipino,High (secondary) school diploma or equivalency certificate,Women+,595.0,370.0,335.0,35.0,225.0,62.2,56.3,9.5,Quebec
Montréal,Filipino,"No certificate, diploma or degree",Men+,320.0,150.0,135.0,15.0,170.0,46.9,42.2,10.0,Quebec
Montréal,Filipino,"No certificate, diploma or degree",Women+,380.0,180.0,170.0,10.0,200.0,47.4,44.7,5.6,Quebec
Montréal,Filipino,University certificate or diploma below bachelor level,Men+,85.0,80.0,70.0,10.0,10.0,94.1,82.4,12.5,Quebec
Montréal,Filipino,University certificate or diploma below bachelor level,Women+,185.0,170.0,160.0,10.0,20.0,91.9,86.5,5.9,Quebec
Montréal,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Japanese,Apprenticeship or trades certificate or diploma,Women+,25.0,15.0,15.0,0.0,15.0,60.0,60.0,0.0,Quebec
Montréal,Japanese,Bachelor's degree or higher,Men+,60.0,60.0,60.0,0.0,0.0,100.0,100.0,0.0,Quebec
Montréal,Japanese,Bachelor's degree or higher,Women+,95.0,70.0,65.0,0.0,25.0,73.7,68.4,0.0,Quebec
Montréal,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0,Quebec
Montréal,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,25.0,10.0,10.0,0.0,10.0,40.0,40.0,0.0,Quebec
Montréal,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Japanese,High (secondary) school diploma or equivalency certificate,Women+,30.0,10.0,10.0,0.0,15.0,33.3,33.3,0.0,Quebec
Montréal,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Japanese,"No certificate, diploma or degree",Women+,20.0,10.0,0.0,0.0,10.0,50.0,0.0,0.0,Quebec
Montréal,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Korean,Apprenticeship or trades certificate or diploma,Men+,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0,Quebec
Montréal,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quebec
Montréal,Korean,Bachelor's degree or higher,Men+,215.0,165.0,155.0,10.0,50.0,76.7,72.1,6.1,Quebec
Montréal,Korean,Bachelor's degree or higher,Women+,380.0,225.0,210.0,20.0,155.0,59.2,55.3,8.9,Quebec
