Canadian Province/CMA,Gender,Mother tongue,Population,Province
Ontario,Men+,Serbian,550,Ontario
Ontario,Men+,"Serbo-Croatian, n.i.e.",15,Ontario
Ontario,Men+,Slovak,345,Ontario
Ontario,Men+,Slovene (Slovenian),15,Ontario
Ontario,Men+,Ukrainian,1460,Ontario
Ontario,Men+,Irish,55,Ontario
Ontario,Men+,Frisian,10,Ontario
Ontario,Men+,German,1045,Ontario
Ontario,Men+,Pennsylvania German,10,Ontario
Ontario,Men+,Swiss German,15,Ontario
Ontario,Men+,Yiddish,30,Ontario
Ontario,Men+,Afrikaans,435,Ontario
Ontario,Men+,Dutch,375,Ontario
Ontario,Men+,"Low German, n.o.s.",30,Ontario
Ontario,Men+,Plautdietsch,235,Ontario
Ontario,Men+,Vlaams (Flemish),10,Ontario
Ontario,Men+,Danish,90,Ontario
Ontario,Men+,Icelandic,15,Ontario
Ontario,Men+,Norwegian,70,Ontario
Ontario,Men+,Swedish,100,Ontario
Ontario,Men+,Greek,405,Ontario
Ontario,Men+,Assamese,75,Ontario
Ontario,Men+,Bengali,5160,Ontario
Ontario,Men+,Gujarati,8570,Ontario
Ontario,Men+,Hindi,17515,Ontario
Ontario,Men+,Kacchi,120,Ontario
Ontario,Men+,Kashmiri,40,Ontario
Ontario,Men+,Konkani,345,Ontario
Ontario,Men+,Marathi,2305,Ontario
Ontario,Men+,Nepali,1110,Ontario
Ontario,Men+,Odia,255,Ontario
Ontario,Men+,"Oriya, n.o.s.",115,Ontario
Ontario,Men+,Punjabi (Panjabi),17450,Ontario
Ontario,Men+,Rohingya,45,Ontario
Ontario,Men+,Sindhi,205,Ontario
Ontario,Men+,Sinhala (Sinhalese),735,Ontario
Ontario,Men+,Urdu,11870,Ontario
Ontario,Men+,"Indo-Aryan languages, n.i.e.",205,Ontario
Ontario,Men+,Baluchi,25,Ontario
Ontario,Men+,Kurdish,1680,Ontario
Ontario,Men+,Parsi,15,Ontario
Ontario,Men+,Pashto,1175,Ontario
Ontario,Men+,Dari,2715,Ontario
Ontario,Men+,Iranian Persian,5380,Ontario
Ontario,Men+,"Persian (Farsi), n.o.s.",680,Ontario
Ontario,Men+,"Iranian languages, n.i.e.",85,Ontario
Ontario,Men+,"Indo-Iranian languages, n.i.e.",20,Ontario
Ontario,Men+,Catalan,35,Ontario
Ontario,Men+,Italian,895,Ontario
Ontario,Men+,Portuguese,5430,Ontario
Ontario,Men+,Romanian,595,Ontario
Ontario,Men+,Spanish,9860,Ontario
Ontario,Men+,Japanese,345,Ontario
Ontario,Men+,Korean,2855,Ontario
Ontario,Men+,Mongolian,40,Ontario
Ontario,Men+,Akan (Twi),495,Ontario
Ontario,Men+,Bamanankan,25,Ontario
Ontario,Men+,Edo,105,Ontario
Ontario,Men+,Éwé,55,Ontario
Ontario,Men+,"Fulah (Pular, Pulaar, Fulfulde)",55,Ontario
Ontario,Men+,Ga,25,Ontario
Ontario,Men+,Ganda,110,Ontario
Ontario,Men+,Gikuyu,65,Ontario
Ontario,Men+,Igbo,390,Ontario
Ontario,Men+,Kinyarwanda (Rwanda),230,Ontario
Ontario,Men+,Lingala,130,Ontario
Ontario,Men+,Luba-Kasai,15,Ontario
Ontario,Men+,Mòoré,10,Ontario
Ontario,Men+,Mwani,40,Ontario
Ontario,Men+,Rundi (Kirundi),565,Ontario
Ontario,Men+,Shona,215,Ontario
Ontario,Men+,Soninke,20,Ontario
Ontario,Men+,Sotho-Tswana languages,30,Ontario
Ontario,Men+,Swahili,815,Ontario
Ontario,Men+,Wojenaka,10,Ontario
Ontario,Men+,Wolof,60,Ontario
Ontario,Men+,Yoruba,1670,Ontario
Ontario,Men+,"Niger-Congo languages, n.i.e.",565,Ontario
Ontario,Men+,Dinka,30,Ontario
Ontario,Men+,Nuer,10,Ontario
Ontario,Men+,"Nilo-Saharan languages, n.i.e.",165,Ontario
Ontario,Men+,"African, n.o.s.",20,Ontario
Ontario,Men+,American Sign Language,25,Ontario
Ontario,Men+,"Sign languages, n.i.e.",15,Ontario
Ontario,Men+,Hakka,100,Ontario
Ontario,Men+,Mandarin,19770,Ontario
Ontario,Men+,Min Dong,15,Ontario
Ontario,Men+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",175,Ontario
Ontario,Men+,Wu (Shanghainese),225,Ontario
Ontario,Men+,Yue (Cantonese),3575,Ontario
Ontario,Men+,"Chinese, n.o.s.",135,Ontario
Ontario,Men+,Burmese,35,Ontario
Ontario,Men+,S'gaw Karen,40,Ontario
Ontario,Men+,"Karenic languages, n.i.e.",10,Ontario
Ontario,Men+,Tibetan,525,Ontario
Ontario,Men+,"Tibeto-Burman languages, n.i.e.",35,Ontario
Ontario,Men+,"Sino-Tibetan languages, n.i.e.",15,Ontario
Ontario,Men+,Lao,15,Ontario
Ontario,Men+,Thai,85,Ontario
Ontario,Men+,Azerbaijani,455,Ontario
Ontario,Men+,Kazakh,25,Ontario
Ontario,Men+,Turkish,3590,Ontario
Ontario,Men+,Uyghur,45,Ontario
Ontario,Men+,Uzbek,110,Ontario
Ontario,Men+,"Turkic languages, n.i.e.",65,Ontario
Ontario,Men+,Estonian,15,Ontario
Ontario,Men+,Finnish,80,Ontario
Ontario,Men+,Hungarian,955,Ontario
Ontario,Men+,"Other languages, n.i.e.",50,Ontario
Ontario,Women+,English,77090,Ontario
Ontario,Women+,French,7220,Ontario
Ontario,Women+,Kabyle,85,Ontario
Ontario,Women+,Tamazight,10,Ontario
Ontario,Women+,"Berber languages, n.i.e.",10,Ontario
Ontario,Women+,Hausa,70,Ontario
Ontario,Women+,Coptic,125,Ontario
Ontario,Women+,Bilen,300,Ontario
Ontario,Women+,Oromo,135,Ontario
Ontario,Women+,Somali,1970,Ontario
Ontario,Women+,"Cushitic languages, n.i.e.",100,Ontario
Ontario,Women+,Amharic,1315,Ontario
Ontario,Women+,Arabic,30545,Ontario
Ontario,Women+,Assyrian Neo-Aramaic,1315,Ontario
Ontario,Women+,Chaldean Neo-Aramaic,895,Ontario
Ontario,Women+,"Aramaic, n.o.s.",170,Ontario
Ontario,Women+,Harari,15,Ontario
Ontario,Women+,Hebrew,550,Ontario
Ontario,Women+,Maltese,15,Ontario
Ontario,Women+,Tigrigna,3080,Ontario
Ontario,Women+,"Semitic languages, n.i.e.",20,Ontario
Ontario,Women+,Khmer (Cambodian),280,Ontario
Ontario,Women+,Vietnamese,3505,Ontario
Ontario,Women+,"Austro-Asiatic languages, n.i.e",30,Ontario
Ontario,Women+,Bikol,95,Ontario
Ontario,Women+,"Bisaya, n.o.s.",405,Ontario
Ontario,Women+,Cebuano,1020,Ontario
Ontario,Women+,Hiligaynon,655,Ontario
Ontario,Women+,Ilocano,2215,Ontario
Ontario,Women+,Indonesian,510,Ontario
Ontario,Women+,Kankanaey,100,Ontario
Ontario,Women+,Kinaray-a,45,Ontario
Ontario,Women+,"Malagasy, n.o.s.",10,Ontario
Ontario,Women+,Malay,85,Ontario
Ontario,Women+,"Pampangan (Kapampangan, Pampango)",120,Ontario
Ontario,Women+,Pangasinan,90,Ontario
Ontario,Women+,"Tagalog (Pilipino, Filipino)",18895,Ontario
Ontario,Women+,Waray-Waray,145,Ontario
Ontario,Women+,"Austronesian languages, n.i.e.",305,Ontario
Ontario,Women+,Haitian Creole,500,Ontario
Ontario,Women+,Jamaican English Creole,65,Ontario
Ontario,Women+,Morisyen,190,Ontario
Ontario,Women+,Sango,15,Ontario
Ontario,Women+,"Creole, n.o.s.",355,Ontario
Ontario,Women+,"Creole languages, n.i.e.",80,Ontario
Ontario,Women+,Kannada,1100,Ontario
Ontario,Women+,Malayalam,5515,Ontario
Ontario,Women+,Tamil,6460,Ontario
Ontario,Women+,Telugu,4290,Ontario
Ontario,Women+,Tulu,110,Ontario
Ontario,Women+,"Dravidian languages, n.i.e.",55,Ontario
Ontario,Women+,Georgian,180,Ontario
Ontario,Women+,Hmong-Mien languages,10,Ontario
Ontario,Women+,Albanian,1100,Ontario
Ontario,Women+,Armenian,1075,Ontario
Ontario,Women+,Baltic languages,135,Ontario
Ontario,Women+,Latvian,50,Ontario
Ontario,Women+,Lithuanian,85,Ontario
Ontario,Women+,Slavic languages,10995,Ontario
Ontario,Women+,Belarusian,45,Ontario
Ontario,Women+,Bulgarian,180,Ontario
Ontario,Women+,Czech,195,Ontario
Ontario,Women+,Macedonian,110,Ontario
Ontario,Women+,Polish,1100,Ontario
Ontario,Women+,Russian,6465,Ontario
Ontario,Women+,Serbo-Croatian,935,Ontario
Ontario,Women+,Bosnian,90,Ontario
Ontario,Women+,Croatian,260,Ontario
Ontario,Women+,Serbian,570,Ontario
Ontario,Women+,"Serbo-Croatian, n.i.e.",20,Ontario
Ontario,Women+,Slovak,330,Ontario
Ontario,Women+,Slovene (Slovenian),20,Ontario
Ontario,Women+,Ukrainian,1780,Ontario
Ontario,Women+,Irish,30,Ontario
Ontario,Women+,Welsh,15,Ontario
Ontario,Women+,German,945,Ontario
Ontario,Women+,Pennsylvania German,15,Ontario
Ontario,Women+,Swiss German,35,Ontario
Ontario,Women+,Yiddish,20,Ontario
Ontario,Women+,Afrikaans,355,Ontario
Ontario,Women+,Dutch,295,Ontario
Ontario,Women+,"Low German, n.o.s.",45,Ontario
Ontario,Women+,Low Saxon,10,Ontario
Ontario,Women+,Plautdietsch,210,Ontario
Ontario,Women+,Vlaams (Flemish),10,Ontario
Ontario,Women+,Danish,35,Ontario
Ontario,Women+,Icelandic,10,Ontario
Ontario,Women+,Norwegian,20,Ontario
Ontario,Women+,Swedish,80,Ontario
Ontario,Women+,Greek,390,Ontario
Ontario,Women+,Assamese,60,Ontario
Ontario,Women+,Bengali,4955,Ontario
Ontario,Women+,Gujarati,7990,Ontario
Ontario,Women+,Hindi,16070,Ontario
Ontario,Women+,Kacchi,145,Ontario
Ontario,Women+,Kashmiri,40,Ontario
Ontario,Women+,Konkani,365,Ontario
Ontario,Women+,Marathi,2290,Ontario
Ontario,Women+,Nepali,1120,Ontario
Ontario,Women+,Odia,245,Ontario
Ontario,Women+,"Oriya, n.o.s.",150,Ontario
Ontario,Women+,Punjabi (Panjabi),15495,Ontario
Ontario,Women+,Rohingya,40,Ontario
Ontario,Women+,Sindhi,180,Ontario
Ontario,Women+,Sinhala (Sinhalese),725,Ontario
Ontario,Women+,Urdu,12340,Ontario
Ontario,Women+,"Indo-Aryan languages, n.i.e.",215,Ontario
Ontario,Women+,Baluchi,25,Ontario
Ontario,Women+,Kurdish,1600,Ontario
Ontario,Women+,Pashto,1240,Ontario
Ontario,Women+,Dari,2820,Ontario
Ontario,Women+,Iranian Persian,6075,Ontario
Ontario,Women+,"Persian (Farsi), n.o.s.",730,Ontario
Ontario,Women+,"Iranian languages, n.i.e.",90,Ontario
Ontario,Women+,"Indo-Iranian languages, n.i.e.",15,Ontario
Ontario,Women+,Catalan,35,Ontario
Ontario,Women+,Italian,660,Ontario
Ontario,Women+,Portuguese,5740,Ontario
Ontario,Women+,Romanian,855,Ontario
Ontario,Women+,Spanish,11720,Ontario
Ontario,Women+,Japanese,1100,Ontario
Ontario,Women+,Korean,4090,Ontario
Ontario,Women+,Mongolian,90,Ontario
Ontario,Women+,Akan (Twi),405,Ontario
Ontario,Women+,Bamanankan,45,Ontario
Ontario,Women+,Edo,165,Ontario
Ontario,Women+,Éwé,25,Ontario
Ontario,Women+,"Fulah (Pular, Pulaar, Fulfulde)",40,Ontario
Ontario,Women+,Ga,45,Ontario
Ontario,Women+,Ganda,155,Ontario
Ontario,Women+,Gikuyu,60,Ontario
Ontario,Women+,Igbo,465,Ontario
Ontario,Women+,Kinyarwanda (Rwanda),265,Ontario
Ontario,Women+,Lingala,145,Ontario
Ontario,Women+,Mwani,45,Ontario
Ontario,Women+,Ndebele,30,Ontario
Ontario,Women+,Rundi (Kirundi),665,Ontario
Ontario,Women+,Shona,235,Ontario
Ontario,Women+,Soninke,30,Ontario
Ontario,Women+,Sotho-Tswana languages,65,Ontario
Ontario,Women+,Swahili,975,Ontario
Ontario,Women+,Wojenaka,15,Ontario
Ontario,Women+,Wolof,65,Ontario
Ontario,Women+,Yoruba,1680,Ontario
Ontario,Women+,"Niger-Congo languages, n.i.e.",650,Ontario
Ontario,Women+,Dinka,20,Ontario
Ontario,Women+,Nuer,20,Ontario
Ontario,Women+,"Nilo-Saharan languages, n.i.e.",125,Ontario
Ontario,Women+,"African, n.o.s.",25,Ontario
Ontario,Women+,American Sign Language,35,Ontario
Ontario,Women+,"Sign languages, n.i.e.",15,Ontario
Ontario,Women+,Hakka,170,Ontario
Ontario,Women+,Mandarin,27270,Ontario
Ontario,Women+,Min Dong,25,Ontario
Ontario,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",295,Ontario
Ontario,Women+,Wu (Shanghainese),260,Ontario
Ontario,Women+,Yue (Cantonese),5460,Ontario
Ontario,Women+,"Chinese, n.o.s.",225,Ontario
Ontario,Women+,"Chinese languages, n.i.e.",10,Ontario
Ontario,Women+,Burmese,35,Ontario
Ontario,Women+,Kuki-Chin languages,15,Ontario
Ontario,Women+,S'gaw Karen,25,Ontario
Ontario,Women+,Tibetan,430,Ontario
Ontario,Women+,"Tibeto-Burman languages, n.i.e.",55,Ontario
Ontario,Women+,"Sino-Tibetan languages, n.i.e.",35,Ontario
Ontario,Women+,Lao,20,Ontario
Ontario,Women+,Thai,390,Ontario
Ontario,Women+,Azerbaijani,405,Ontario
Ontario,Women+,Kazakh,35,Ontario
Ontario,Women+,Turkish,3220,Ontario
Ontario,Women+,Uyghur,95,Ontario
Ontario,Women+,Uzbek,135,Ontario
Ontario,Women+,"Turkic languages, n.i.e.",80,Ontario
Ontario,Women+,Estonian,30,Ontario
Ontario,Women+,Finnish,110,Ontario
Ontario,Women+,Hungarian,930,Ontario
Ontario,Women+,"Other languages, n.i.e.",60,Ontario
Barrie,Men+,English,660,Ontario
Barrie,Men+,French,20,Ontario
Barrie,Men+,Coptic,15,Ontario
Barrie,Men+,Arabic,90,Ontario
Barrie,Men+,Hebrew,10,Ontario
Barrie,Men+,Cebuano,15,Ontario
Barrie,Men+,Ilocano,10,Ontario
Barrie,Men+,"Tagalog (Pilipino, Filipino)",70,Ontario
Barrie,Men+,Morisyen,15,Ontario
Barrie,Men+,Malayalam,70,Ontario
Barrie,Men+,Tamil,30,Ontario
Barrie,Men+,Telugu,15,Ontario
Barrie,Men+,Albanian,10,Ontario
Barrie,Men+,Slavic languages,230,Ontario
Barrie,Men+,Polish,10,Ontario
Barrie,Men+,Russian,155,Ontario
Barrie,Men+,Serbo-Croatian,20,Ontario
Barrie,Men+,Bosnian,10,Ontario
Barrie,Men+,Serbian,15,Ontario
Barrie,Men+,Ukrainian,35,Ontario
Barrie,Men+,Afrikaans,10,Ontario
Barrie,Men+,Greek,10,Ontario
Barrie,Men+,Gujarati,125,Ontario
Barrie,Men+,Hindi,70,Ontario
Barrie,Men+,Punjabi (Panjabi),135,Ontario
Barrie,Men+,Urdu,130,Ontario
Barrie,Men+,Kurdish,20,Ontario
Barrie,Men+,Iranian Persian,45,Ontario
Barrie,Men+,Italian,10,Ontario
Barrie,Men+,Portuguese,65,Ontario
Barrie,Men+,Spanish,115,Ontario
Barrie,Men+,Korean,20,Ontario
Barrie,Men+,Igbo,10,Ontario
Barrie,Men+,Yoruba,45,Ontario
Barrie,Men+,Mandarin,50,Ontario
Barrie,Men+,Turkish,50,Ontario
Barrie,Men+,Hungarian,10,Ontario
Barrie,Women+,English,535,Ontario
Barrie,Women+,French,15,Ontario
Barrie,Women+,Arabic,120,Ontario
Barrie,Women+,Hebrew,10,Ontario
Barrie,Women+,Tigrigna,10,Ontario
Barrie,Women+,Vietnamese,30,Ontario
Barrie,Women+,Cebuano,10,Ontario
Barrie,Women+,Hiligaynon,10,Ontario
Barrie,Women+,Ilocano,15,Ontario
Barrie,Women+,Indonesian,10,Ontario
Barrie,Women+,"Tagalog (Pilipino, Filipino)",140,Ontario
Barrie,Women+,Morisyen,10,Ontario
Barrie,Women+,Malayalam,80,Ontario
Barrie,Women+,Tamil,25,Ontario
Barrie,Women+,Slavic languages,260,Ontario
Barrie,Women+,Polish,15,Ontario
Barrie,Women+,Russian,185,Ontario
Barrie,Women+,Serbo-Croatian,15,Ontario
Barrie,Women+,Bosnian,10,Ontario
Barrie,Women+,Serbian,10,Ontario
Barrie,Women+,Ukrainian,45,Ontario
Barrie,Women+,German,10,Ontario
Barrie,Women+,Gujarati,100,Ontario
Barrie,Women+,Hindi,70,Ontario
Barrie,Women+,Punjabi (Panjabi),115,Ontario
Barrie,Women+,Urdu,105,Ontario
Barrie,Women+,Kurdish,15,Ontario
Barrie,Women+,Dari,10,Ontario
Barrie,Women+,Iranian Persian,35,Ontario
Barrie,Women+,Italian,10,Ontario
Barrie,Women+,Portuguese,60,Ontario
Barrie,Women+,Spanish,125,Ontario
Barrie,Women+,Korean,45,Ontario
Barrie,Women+,Akan (Twi),10,Ontario
Barrie,Women+,Igbo,15,Ontario
Barrie,Women+,Yoruba,45,Ontario
Barrie,Women+,Mandarin,105,Ontario
Barrie,Women+,Yue (Cantonese),10,Ontario
Barrie,Women+,Turkish,35,Ontario
Barrie,Women+,Hungarian,15,Ontario
Belleville - Quinte West,Men+,English,195,Ontario
Belleville - Quinte West,Men+,Arabic,25,Ontario
Belleville - Quinte West,Men+,"Bisaya, n.o.s.",10,Ontario
Belleville - Quinte West,Men+,"Tagalog (Pilipino, Filipino)",15,Ontario
Belleville - Quinte West,Men+,Malayalam,30,Ontario
Belleville - Quinte West,Men+,Tamil,10,Ontario
Belleville - Quinte West,Men+,Gujarati,45,Ontario
Belleville - Quinte West,Men+,Hindi,15,Ontario
Belleville - Quinte West,Men+,Punjabi (Panjabi),20,Ontario
Belleville - Quinte West,Men+,Spanish,40,Ontario
Belleville - Quinte West,Women+,English,205,Ontario
Belleville - Quinte West,Women+,Arabic,40,Ontario
Belleville - Quinte West,Women+,Cebuano,10,Ontario
Belleville - Quinte West,Women+,Hiligaynon,10,Ontario
Belleville - Quinte West,Women+,"Tagalog (Pilipino, Filipino)",50,Ontario
Belleville - Quinte West,Women+,Malayalam,20,Ontario
Belleville - Quinte West,Women+,Slavic languages,10,Ontario
Belleville - Quinte West,Women+,Gujarati,70,Ontario
Belleville - Quinte West,Women+,Hindi,15,Ontario
Belleville - Quinte West,Women+,Punjabi (Panjabi),25,Ontario
Belleville - Quinte West,Women+,Spanish,20,Ontario
Belleville - Quinte West,Women+,Yue (Cantonese),10,Ontario
Brantford,Men+,English,385,Ontario
Brantford,Men+,French,10,Ontario
Brantford,Men+,Arabic,100,Ontario
Brantford,Men+,Vietnamese,45,Ontario
Brantford,Men+,Ilocano,10,Ontario
Brantford,Men+,"Tagalog (Pilipino, Filipino)",40,Ontario
Brantford,Men+,Malayalam,25,Ontario
Brantford,Men+,Telugu,10,Ontario
Brantford,Men+,Slavic languages,10,Ontario
Brantford,Men+,German,10,Ontario
Brantford,Men+,Dutch,10,Ontario
Brantford,Men+,Gujarati,55,Ontario
Brantford,Men+,Hindi,60,Ontario
Brantford,Men+,Marathi,15,Ontario
Brantford,Men+,Punjabi (Panjabi),120,Ontario
Brantford,Men+,Urdu,75,Ontario
Brantford,Men+,Portuguese,35,Ontario
Brantford,Men+,Spanish,60,Ontario
Brantford,Men+,Korean,20,Ontario
Brantford,Men+,Yoruba,20,Ontario
Brantford,Men+,Mandarin,30,Ontario
Brantford,Women+,English,400,Ontario
Brantford,Women+,French,20,Ontario
Brantford,Women+,Arabic,90,Ontario
Brantford,Women+,Vietnamese,75,Ontario
Brantford,Women+,Cebuano,10,Ontario
Brantford,Women+,Ilocano,10,Ontario
Brantford,Women+,"Tagalog (Pilipino, Filipino)",60,Ontario
Brantford,Women+,Malayalam,40,Ontario
Brantford,Women+,Telugu,15,Ontario
Brantford,Women+,Slavic languages,15,Ontario
Brantford,Women+,Russian,10,Ontario
Brantford,Women+,German,15,Ontario
Brantford,Women+,Bengali,10,Ontario
Brantford,Women+,Gujarati,40,Ontario
Brantford,Women+,Hindi,60,Ontario
Brantford,Women+,Marathi,15,Ontario
Brantford,Women+,Punjabi (Panjabi),150,Ontario
Brantford,Women+,Urdu,80,Ontario
Brantford,Women+,Portuguese,20,Ontario
Brantford,Women+,Spanish,40,Ontario
Brantford,Women+,Korean,10,Ontario
Brantford,Women+,Yoruba,20,Ontario
Brantford,Women+,Mandarin,35,Ontario
Brantford,Women+,Uzbek,15,Ontario
Greater Sudbury,Men+,English,260,Ontario
Greater Sudbury,Men+,French,140,Ontario
Greater Sudbury,Men+,Arabic,75,Ontario
Greater Sudbury,Men+,"Tagalog (Pilipino, Filipino)",15,Ontario
Greater Sudbury,Men+,Malayalam,35,Ontario
Greater Sudbury,Men+,Tamil,10,Ontario
Greater Sudbury,Men+,Telugu,10,Ontario
Greater Sudbury,Men+,Slavic languages,15,Ontario
Greater Sudbury,Men+,Serbo-Croatian,15,Ontario
Greater Sudbury,Men+,Croatian,15,Ontario
Greater Sudbury,Men+,Afrikaans,15,Ontario
Greater Sudbury,Men+,Bengali,20,Ontario
Greater Sudbury,Men+,Gujarati,60,Ontario
Greater Sudbury,Men+,Hindi,20,Ontario
Greater Sudbury,Men+,Punjabi (Panjabi),30,Ontario
Greater Sudbury,Men+,Urdu,15,Ontario
Greater Sudbury,Men+,Pashto,15,Ontario
Greater Sudbury,Men+,Portuguese,15,Ontario
Greater Sudbury,Men+,Spanish,35,Ontario
Greater Sudbury,Men+,Rundi (Kirundi),20,Ontario
Greater Sudbury,Men+,Yoruba,10,Ontario
Greater Sudbury,Men+,"Niger-Congo languages, n.i.e.",10,Ontario
Greater Sudbury,Men+,Mandarin,25,Ontario
Greater Sudbury,Women+,English,260,Ontario
Greater Sudbury,Women+,French,160,Ontario
Greater Sudbury,Women+,Arabic,40,Ontario
Greater Sudbury,Women+,"Tagalog (Pilipino, Filipino)",35,Ontario
Greater Sudbury,Women+,Malayalam,30,Ontario
Greater Sudbury,Women+,Tamil,15,Ontario
Greater Sudbury,Women+,Slavic languages,10,Ontario
Greater Sudbury,Women+,German,10,Ontario
Greater Sudbury,Women+,Afrikaans,10,Ontario
Greater Sudbury,Women+,Gujarati,40,Ontario
Greater Sudbury,Women+,Punjabi (Panjabi),20,Ontario
Greater Sudbury,Women+,Pashto,10,Ontario
Greater Sudbury,Women+,Portuguese,10,Ontario
Greater Sudbury,Women+,Spanish,60,Ontario
Greater Sudbury,Women+,Rundi (Kirundi),10,Ontario
Greater Sudbury,Women+,Swahili,15,Ontario
Greater Sudbury,Women+,Yoruba,15,Ontario
Greater Sudbury,Women+,Mandarin,40,Ontario
Guelph,Men+,English,780,Ontario
Guelph,Men+,French,15,Ontario
Guelph,Men+,Bilen,40,Ontario
Guelph,Men+,Oromo,10,Ontario
Guelph,Men+,Amharic,20,Ontario
Guelph,Men+,Arabic,280,Ontario
Guelph,Men+,Tigrigna,540,Ontario
Guelph,Men+,Vietnamese,65,Ontario
Guelph,Men+,Hiligaynon,10,Ontario
Guelph,Men+,Ilocano,10,Ontario
Guelph,Men+,"Tagalog (Pilipino, Filipino)",185,Ontario
Guelph,Men+,"Austronesian languages, n.i.e.",20,Ontario
Guelph,Men+,Malayalam,65,Ontario
Guelph,Men+,Tamil,50,Ontario
Guelph,Men+,Telugu,40,Ontario
Guelph,Men+,Albanian,10,Ontario
Guelph,Men+,Slavic languages,40,Ontario
Guelph,Men+,Russian,25,Ontario
Guelph,Men+,Serbo-Croatian,15,Ontario
Guelph,Men+,Serbian,15,Ontario
Guelph,Men+,Afrikaans,25,Ontario
Guelph,Men+,Dutch,15,Ontario
Guelph,Men+,Bengali,15,Ontario
Guelph,Men+,Gujarati,120,Ontario
Guelph,Men+,Hindi,115,Ontario
Guelph,Men+,Marathi,15,Ontario
Guelph,Men+,Nepali,25,Ontario
Guelph,Men+,Punjabi (Panjabi),160,Ontario
Guelph,Men+,Sinhala (Sinhalese),15,Ontario
Guelph,Men+,Urdu,65,Ontario
Guelph,Men+,Kurdish,70,Ontario
Guelph,Men+,Dari,10,Ontario
Guelph,Men+,"Persian (Farsi), n.o.s.",10,Ontario
Guelph,Men+,Italian,20,Ontario
Guelph,Men+,Portuguese,30,Ontario
Guelph,Men+,Romanian,15,Ontario
Guelph,Men+,Spanish,95,Ontario
Guelph,Men+,Korean,25,Ontario
Guelph,Men+,Igbo,20,Ontario
Guelph,Men+,Yoruba,15,Ontario
Guelph,Men+,Hakka,10,Ontario
Guelph,Men+,Mandarin,70,Ontario
Guelph,Men+,Turkish,45,Ontario
Guelph,Men+,Hungarian,15,Ontario
Guelph,Women+,English,695,Ontario
Guelph,Women+,French,35,Ontario
Guelph,Women+,Bilen,35,Ontario
Guelph,Women+,Amharic,25,Ontario
Guelph,Women+,Arabic,285,Ontario
Guelph,Women+,Tigrigna,495,Ontario
Guelph,Women+,Khmer (Cambodian),10,Ontario
Guelph,Women+,Vietnamese,115,Ontario
Guelph,Women+,"Bisaya, n.o.s.",25,Ontario
Guelph,Women+,Cebuano,15,Ontario
Guelph,Women+,Hiligaynon,10,Ontario
Guelph,Women+,"Tagalog (Pilipino, Filipino)",240,Ontario
Guelph,Women+,"Austronesian languages, n.i.e.",10,Ontario
Guelph,Women+,Malayalam,45,Ontario
Guelph,Women+,Tamil,50,Ontario
Guelph,Women+,Telugu,30,Ontario
Guelph,Women+,Slavic languages,70,Ontario
Guelph,Women+,Polish,25,Ontario
Guelph,Women+,Russian,30,Ontario
Guelph,Women+,Serbo-Croatian,10,Ontario
Guelph,Women+,Serbian,10,Ontario
Guelph,Women+,Afrikaans,20,Ontario
Guelph,Women+,Dutch,20,Ontario
Guelph,Women+,Bengali,15,Ontario
Guelph,Women+,Gujarati,100,Ontario
Guelph,Women+,Hindi,90,Ontario
Guelph,Women+,Marathi,20,Ontario
Guelph,Women+,Nepali,20,Ontario
Guelph,Women+,Punjabi (Panjabi),165,Ontario
Guelph,Women+,Urdu,90,Ontario
Guelph,Women+,Kurdish,70,Ontario
Guelph,Women+,Pashto,30,Ontario
Guelph,Women+,Dari,15,Ontario
Guelph,Women+,Iranian Persian,15,Ontario
Guelph,Women+,"Persian (Farsi), n.o.s.",15,Ontario
Guelph,Women+,Italian,15,Ontario
Guelph,Women+,Portuguese,70,Ontario
Guelph,Women+,Romanian,10,Ontario
Guelph,Women+,Spanish,120,Ontario
Guelph,Women+,Japanese,10,Ontario
Guelph,Women+,Korean,10,Ontario
Guelph,Women+,Yoruba,15,Ontario
Guelph,Women+,Mandarin,120,Ontario
Guelph,Women+,Yue (Cantonese),15,Ontario
Guelph,Women+,Turkish,40,Ontario
Guelph,Women+,Uzbek,20,Ontario
Guelph,Women+,Hungarian,25,Ontario
Hamilton,Men+,English,3725,Ontario
Hamilton,Men+,French,250,Ontario
Hamilton,Men+,Kabyle,15,Ontario
Hamilton,Men+,Hausa,15,Ontario
Hamilton,Men+,Somali,140,Ontario
Hamilton,Men+,Amharic,25,Ontario
Hamilton,Men+,Arabic,2575,Ontario
Hamilton,Men+,Assyrian Neo-Aramaic,115,Ontario
Hamilton,Men+,Chaldean Neo-Aramaic,15,Ontario
Hamilton,Men+,"Aramaic, n.o.s.",20,Ontario
Hamilton,Men+,Hebrew,10,Ontario
Hamilton,Men+,Tigrigna,55,Ontario
Hamilton,Men+,Khmer (Cambodian),20,Ontario
Hamilton,Men+,Vietnamese,90,Ontario
Hamilton,Men+,Cebuano,50,Ontario
Hamilton,Men+,Ilocano,60,Ontario
Hamilton,Men+,Indonesian,15,Ontario
Hamilton,Men+,"Pampangan (Kapampangan, Pampango)",10,Ontario
Hamilton,Men+,"Tagalog (Pilipino, Filipino)",720,Ontario
Hamilton,Men+,"Austronesian languages, n.i.e.",30,Ontario
