Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.","No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.","No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summerside (CA), P.E.I.",West Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Arab,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,Bachelor's degree or higher,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Black,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,High (secondary) school diploma or equivalency certificate,Men+ ,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Black,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Chinese,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Filipino,Apprenticeship or trades certificate or diploma,Men+ ,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0
"Swift Current (CA), Sask.",Filipino,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Filipino,Bachelor's degree or higher,Men+ ,35.0,35.0,35.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Filipino,Bachelor's degree or higher,Women+ ,95.0,85.0,80.0,0.0,10.0,89.5,84.2,0.0
"Swift Current (CA), Sask.",Filipino,"College, CEGEP or other non-university certificate or diploma",Men+ ,30.0,30.0,30.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Filipino,"College, CEGEP or other non-university certificate or diploma",Women+ ,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Filipino,High (secondary) school diploma or equivalency certificate,Men+ ,60.0,55.0,50.0,0.0,0.0,91.7,83.3,0.0
"Swift Current (CA), Sask.",Filipino,High (secondary) school diploma or equivalency certificate,Women+ ,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Filipino,"No certificate, diploma or degree",Men+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Filipino,"No certificate, diploma or degree",Women+ ,10.0,10.0,0.0,10.0,0.0,100.0,0.0,100.0
"Swift Current (CA), Sask.",Filipino,University certificate or diploma below bachelor level,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Filipino,University certificate or diploma below bachelor level,Women+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",Japanese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Japanese,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Korean,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Latin American,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Multiple visible minorities,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,Apprenticeship or trades certificate or diploma,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",South Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,Bachelor's degree or higher,Men+ ,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",South Asian,Bachelor's degree or higher,Women+ ,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0
"Swift Current (CA), Sask.",South Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",South Asian,High (secondary) school diploma or equivalency certificate,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Swift Current (CA), Sask.",South Asian,High (secondary) school diploma or equivalency certificate,Women+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",South Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",Southeast Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.","No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.","No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Swift Current (CA), Sask.",West Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Arab,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Black,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Black,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Black,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Black,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sylvan Lake (CA), Alta.",Black,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
